36 15.4327 0.0787447 0.255716
48 14.5493 0.0595653 0.185781
60 13.6112 0.0386464 0.118347
72 12.7254 0.0483328 0.0622993
84 11.8273 0.0618751 0.0300123
96 10.9371 0.0831151 0.0227608
108 10.3901 0.110821 0.0301708
120 10.1154 0.127645 0.0393749
132 9.90645 0.160445 0.0495547
144 9.72099 0.183142 0.063393
